Name;id;brewery_id;cat_id;style_id;Alcohol By Volume;International Bitterness Units;Standard Reference Method;Universal Product Code;filepath;Description;add_user;last_mod;Style;Category;Brewer;Address;City;State;Country;Coordinates;Website
Oktoberfest;3656;1126;7;84;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;German-Style Oktoberfest;German Lager;Seabright Brewery;519 Seabright Avenue #107;Santa Cruz;California;United States;36.9676,-122.008;
Hart Espresso Stout;3715;1031;3;42;5.5999999046;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Pyramid Ales Brewery;91 S Royal Brougham Way;Seattle;Washington;United States;47.5924,-122.334;http://www.pyramidbrew.com/
Black Hole;3923;1352;2;25;7.0;0;0;0;;"Coming in at an ABV of 7.0%, Our Black Hole satisfies the transition from dark ale to stout. We think of this as slightly ""Porter-ish"" with a strong malt body and a very light hop finish. This is brewed year round and is available in Pennsylvania in the regular Variety Pack.  This will help the ale drinker among us maintain their own balance!";0;2010-07-22T16:00:00-04:00;Porter;Irish Ale;Weyerbacher Brewing Company;905 Line Street;Easton;Pennsylvania;United States;40.6732,-75.2249;http://www.weyerbacher.com/
Righteous Ale;4918;1149;11;119;7.1999998093;0;0;0;;Righteous Ale is actually a Rye Beer, brewed with a high amount of hops.;0;2010-07-22T16:00:00-04:00;American Rye Ale or Lager;Other Style;Sixpoint Craft Ales;40 Van Dyke St;Brooklyn;New York;United States;40.674,-74.0118;http://www.sixpointcraftales.com/
Le Freak Belgian Style IPA;4965;609;5;72;9.0;0;0;0;;Extreme ale converging San Diego-style imperial pale ale and Belgian-style trippel.;0;2010-07-22T16:00:00-04:00;Other Belgian-Style Ales;Belgian and French Ale;Green Flash Brewing;1430 Vantage Court #104A;Vista;California;United States;33.136,-117.225;http://www.greenflashbrew.com
Bube's Munich Lager;5023;314;8;95;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Bube's Brewery;102 North Market Street;Mount Joy;Pennsylvania;United States;40.1119,-76.5031;http://www.bubesbrewery.com
LeRoy's Brown Ale;5098;1061;3;38;5.3000001907;0;0;0;;Brewed in honor of Andrewâ€™s Grandfather LeRoy, this big bad nut brown ale has a fantastic malt character made up of caramel and chocolate flavors. One taste and you will see why this is the baddest beer in the whole damn town!!!;0;2010-07-22T16:00:00-04:00;American-Style Brown Ale;North American Ale;Rivertowne Pour House;312 Center Rd;Monroeville;Pennsylvania;United States;40.4465,-79.7642;http://www.myrivertowne.com/
Hop Lava;5247;462;3;31;7.0;0;0;0;;This big, glowing, powerful IPA is packed with assertive Northwest hops that are floral, citrusy and resinous. A healthy dose of Munich malt helps to provide backbone and balance against the hoppy attack. The result? Explosive!;0;2010-07-22T16:00:00-04:00;American-Style India Pale Ale;North American Ale;Double Mountain Brewery & Taproom;8 Fourth Street;Hood River;Oregon;United States;45.71,-121.515;http://www.doublemountainbrewery.com/
Barristers Bitter;5252;1090;1;5;4.0;0;0;0;;Low in alcohol but big in flavor. This beer is dry hopped like an IPA but the alcohol and bitterness have been reduced for a great session beer.;0;2010-07-22T16:00:00-04:00;Extra Special Bitter;British Ale;Sacramento Brewing Company;2713 El Paseo Lane;Sacramento;California;United States;38.6191,-121.4;http://sacbrew.blogspot.com/
Long's Peak Raspberry Wheat;5271;509;11;121;4.1999998093;0;0;0;;This is one of our most popular beers. It is a light and refreshing raspberry-flavored wheat ale.  We use pure raspberry extract to give this beer its fruity aroma and flavor.;0;2010-07-22T16:00:00-04:00;Fruit Beer;Other Style;Estes Park Brewery;470 Prospect Village Dr.;Estes Park;Colorado;United States;40.3707,-105.526;http://www.epbrewery.net/
Munsterfest;5412;1260;7;84;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;German-Style Oktoberfest;German Lager;Three Floyds Brewing;9750 Indiana Parkway;Munster;Indiana;United States;41.5354,-87.5158;http://www.threefloydspub.com/
Standing Stone Saison;5462;1193;5;74;0.0;0;0;0;;"A Belgian ""seasonal"" ale brewed during winter for the spring and summer months.  This is a crisp, refreshing beer with hints of spice and fruit.";0;2010-07-22T16:00:00-04:00;French & Belgian-Style Saison;Belgian and French Ale;Standing Stone Brewing Company;101 Oak Street;Ashland;Oregon;United States;42.1976,-122.715;http://www.standingstonebrewing.com/
Sky High Rye;5492;47;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Arcadia Brewing;103 West Michigan Avenue;Battle Creek;Michigan;United States;42.322,-85.1851;http://www.arcadiaales.com/
Heavy Seas Big DIPA;5622;385;3;32;10.600000381000001;0;0;0;;Big DIPA â€“ Double IPA,  is the first in the Heavy Seas Special Edition Series due to be released in mid June.  Hopped 3 times in the brewing process, Big DIPA has an earthy hop aroma.  In keeping with the Heavy Seas philosophy we've made a big beer with a surprising balance. The best part is that youâ€™ll hardly notice itâ€™s 10.6% ABV (est). The label artwork was created by Kurt Krol, one of our brewers who also helped to develop the recipe.;0;2010-07-22T16:00:00-04:00;Imperial or Double India Pale Ale;North American Ale;Clipper City Brewing Co.;4615-B Hollins Ferry Road;Baltimore;Maryland;United States;39.2308,-76.6751;http://www.ccbeer.com/
;\;;;;;;;;;;;;;;;;;;;;
(512) Bruin;5740;1;3;38;7.5999999046;0;0;0;;At once cuddly and ferocious, (512) BRUIN combines a smooth, rich maltiness and mahogany color with a solid hop backbone and stealthy 7.6% alcohol. Made with Organic 2 Row and Munich malts, plus Chocolate and Crystal malts, domestic hops, and a touch of molasses, this brew has notes of raisins, dark sugars, and cocoa, and pairs perfectly with food and the crisp fall air.;0;2010-07-22T16:00:00-04:00;American-Style Brown Ale;North American Ale;(512) Brewing Company;407 Radam, F200;Austin;Texas;United States;30.2234,-97.7697;http://512brewing.com/
Czar Imperial Stout;1198;62;3;42;11.899999619;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Avery Brewing Company;5763 Arapahoe Avenue;Boulder;Colorado;United States;40.0166,-105.219;http://www.averybrewing.com/
KÃ¶nig Ludwig Weissbier Hell;1607;748;4;50;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;South German-Style Hefeweizen;German Ale;Knig Ludwig Schlobrauerei Kaltenberg;Augsburgerstrae 41;Frstenfeldbruck;Bayern;Germany;48.1826,11.2522;
Hazed & Infused Dry-Hopped Ale;1740;160;3;26;4.8499999046;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Boulder Beer Company;2880 Wilderness Place;Boulder;Colorado;United States;40.0267,-105.248;http://boulderbeer.com/
Pilsner;1880;888;8;95;4.5;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Moosejaw Pizza & Dells Brewing Company;110 Wisconsin Dells Parkway South;Wisconsin Dells;Wisconsin;United States;43.5907,-89.7939;
India Pale Ale;1947;763;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;LaConner Brewing;117 South First Street;LaConner;Washington;United States;48.3917,-122.495;http://www.insidelaconner.com/
Ãœber-Sticke Altbier;1966;552;3;38;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Brown Ale;North American Ale;Fox River Brewing #1;1501 Arboretum Drive;Oshkosh;Wisconsin;United States;44.0342,-88.5608;
Witbier;466;14;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Aksarben Brewing (BOP);11337 Davenport St.;Omaha;Nebraska;United States;41.2603,-96.0903;
Entire Stout;855;671;3;42;4.5;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Hop Back Brewery;Unit 21-24 Batten Road Industrial Estate;Salisbury;Wiltshire;United Kingdom;;
1784 Anniversary Beer;895;1331;-1;-1;5.4000000954;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;vyturio Alaus Darykla;Kuli vart 7;Klaipda;;Lithuania;;
The Kidd Lager;13;545;7;86;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;German-Style Schwarzbier;German Lager;Fort Collins Brewery;1900-B East Lincoln Avenue;Fort Collins;Colorado;United States;40.5832,-105.042;http://www.fortcollinsbrewery.com
Farm House Ale;189;706;-1;-1;6.6999998093;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Jack Russell Brewing;2380 Larsen Drive;Camino;California;United States;49.1482,-122.862;
Sawtooth Ale;206;779;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Left Hand Brewing Company;1265 Boston Avenue;Longmont;Colorado;United States;40.1587,-105.113;http://www.lefthandbrewing.com/
Grand Cru;217;1316;-1;-1;9.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Upstream Brewing Old Market;514 South Eleventh Street;Omaha;Nebraska;United States;41.2553,-95.9306;http://www.upstreambrewing.com/
Czech Lager;287;588;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Gordon Biersch Brewing;357 East Taylor Street;San Jose;California;United States;37.3526,-121.893;http://www.gordonbiersch.com/brewery
Billtown Blonde;4116;319;-1;-1;6.0;0;0;0;;This lightly colored ale has a delicate floral aroma and flavor reminiscent of Williamsports first breweries, clean and crisp with just a touch of lingering sweetness leading to a dry, balanced finish.;0;2010-07-22T16:00:00-04:00;;;Bullfrog Brewery;231 W. Fourth Street;Williamsport;Pennsylvania;United States;41.2404,-77.0057;http://www.bullfrogbrewery.com
Hell Hath No Fury Ale;4142;100;3;29;7.6999998093;0;0;0;;A brew that gives you either sympathy for the devil or the courage to face him. Goes especially well with your favorite lost my girl/truck/dog/trailer song.;0;2010-07-22T16:00:00-04:00;Dark American-Belgo-Style Ale;North American Ale;Bell's Brewery Inc.;8938 Krum Ave.;Galesburg;Michigan;United States;42.2843,-85.4538;http://www.bellsbeer.com/
Widmer Hefeweizen;4312;1361;4;50;4.9000000954;0;0;0;;"""A golden unfiltered wheat beer that is truly cloudy and clearly superb. Ever since Widmer introduced Hefeweizen to America in 1986, ours has been the standard by which all other Hefeweizens are judged.

1998 and 2006 GABF Gold Medal Award Winner

2004 Gold Medal Beer Cup";;;South German-Style Hefeweizen;German Ale;Widmer Brothers Brewing;929 North Russell Street;Portland;Oregon;United States;45.5408,-122.676;
07/22/10 08:00 PM;"This has been my year-round favorite since moving to Boston in 2004.  It is the nectar of the gods.  Seriously, it's a nicely balanced, hoppy IPA that isn't overpowering.  Also, it can be consumed in huge quantities with no hangover.""";0;;;;;;;;;;;;;;;;;;;
Mad Anthony's Ale;4785;507;3;26;5.5;0;0;0;;"Anthony Wayne adopted a military career at the outset of the American Revolutionary War, where his military exploits and fiery personality quickly earned him a promotion to the rank of brigadier general and the sobriquet of ""Mad Anthony"". Erie Brewing Coâ€™s Classic American Pale Ale features a balanced malt and hop flavor, which we feel the Nutty General would approve of despite his revolutionary tendencies.";0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Erie Brewing Company;1213 Veshecco Drive;Erie;Pennsylvania;United States;42.1112,-80.113;http://www.eriebrewingco.com
Oktoberfest;4879;708;-1;-1;5.0999999046;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Jacob Leinenkugel Brewing Company;1 Jefferson Avenue;Chippewa Falls;Wisconsin;United States;44.9449,-91.3968;http://www.leinie.com/welcome.html
Mamma Mia! Pizza Beer;4948;1000;11;126;4.5999999046;0;0;0;;An ale flavored with fresh tomatoes, oregano, basil and garlic.;0;2010-07-22T16:00:00-04:00;Herb and Spice Beer;Other Style;Pizza Beer;5N404 Harvest Lane;St Charles;Illinois;United States;41.9455,-88.4507;http://www.mammamiapizzabeer.com/
Hop Stoopid;5180;765;3;32;8.1999998093;0;0;0;;;0;2010-07-22T16:00:00-04:00;Imperial or Double India Pale Ale;North American Ale;Lagunitas Brewing Company;1280 North McDowell Boulevard;Petaluma;California;United States;38.2724,-122.662;http://www.lagunitas.com/
Espresso Oak Aged Yeti;5190;604;3;43;9.5;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Imperial Stout;North American Ale;Great Divide Brewing;2201 Arapahoe Street;Denver;Colorado;United States;39.7539,-104.989;http://www.greatdivide.com/
Genesis;5493;1137;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Shmaltz Brewing Company;;San Francisco;California;United States;37.7749,-122.419;http://www.shmaltz.com/
Lightner Creek Lager;5526;351;8;95;0.0;0;0;0;;A light bodied golden ale, low in hop character with a spicy aroma from whole Czech Saaz hops.;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Carver Brewing Co.;1022 Main Ave.;Durango;Colorado;United States;37.2748,-107.88;http://www.carverbrewing.com/_/home.htm
Goofy Foot Summer Wheat;5585;1182;11;116;4.8000001907000005;0;0;0;;This beer is lighter style and dry to the palate and with the distinct flavor of wheat makes for a perfect thirst-quenching beer. It is the ideal drink for beer drinker who appreciates tradition and personality in their beer, but also seeks a lighter, refreshing style, perfect for the summer months.;0;2010-07-22T16:00:00-04:00;Light American Wheat Ale or Lager;Other Style;Spring House Brewing Company;2519 Main St.;Conestoga;Pennsylvania;United States;39.9525,-76.3295;http://www.springhousebeer.com/
Tokyo;5711;241;3;43;12.0;0;0;0;;"The irony of existentialism, the parody of being and the inherent contradictions of post-modernism, all so delicately conveyed by the blocky, pixelated arcade action have all been painstakingly recreated in this bottles contents.


This imperial stout is brewed with copious amounts of speciality malts, jasmine and cranberries. After fermentation we then dry-hop this killer stout with a bucketload of our favourite hops before carefully ageing the beer on French toasted oak chips.


It is all about moderation. Everything in moderation, including moderation itself. What logically follows is that you must, from time, have excess. This beer is for those times.";0;2010-07-22T16:00:00-04:00;American-Style Imperial Stout;North American Ale;BrewDog Ltd;AB43 8UE;Fraserburgh;;United Kingdom;57.683,-2.003;http://brewdog.com/
Farmer's Tan Imperial Pale Lager;5761;1173;8;95;9.0;0;0;0;;"Neolithic humans evolved from nomadic hunters into a more settled agricultural society, changing life forever. The â€˜founderâ€™ crops they raised included wheat and barley. It is little surprise that the first examples of brewing appeared during this age.


Brewers owe much to the epoch. Similarly, we thank our farmer friends of today for cultivating the ingredients the are responsible for the beers we now enjoy. Their laborious days spent ourdoors under the hot sun earn them respect, as well as a mark of distinction: the farmer's tan. Yes, the inevitable red and white hallmark of hard work.";0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Southern Tier Brewing Co;2051A Stoneman Circle;Lakewood;New York;United States;42.1008,-79.3357;http://www.southerntierbrewing.com/
Weyerbacher India;5762;1352;3;31;7.1999998093;0;0;0;;The latest in our Brewersâ€™ Select One-offs, India is a West Coast style IPA at [7.2%] ABV, with incredibly delicious hoppiness! Golden in color, this beer is tilted way over toward the hops by way of less specialty malts used in the mash. Draft will be going out to select wholesalers in PA, NJ, FL, and MD.â€ 70+ IBUâ€™s.;0;2010-07-22T16:00:00-04:00;American-Style India Pale Ale;North American Ale;Weyerbacher Brewing Company;905 Line Street;Easton;Pennsylvania;United States;40.6732,-75.2249;http://www.weyerbacher.com/
Outta Kilter Wee-Heavy Scotch Red Ale;5783;673;1;15;8.1999998093;0;0;0;;Rich, malty flavors of caramelized and toasted grains dominate this strong Scotch ale. A hint of rye adds a crisp, Scotch-like, old-world beer character, reminiscent of a simpler life from centuries ago. â€œIt is a wee bit heavyâ€;0;2010-07-22T16:00:00-04:00;Scotch Ale;British Ale;Hoppin Frog Brewery;1680-F East Waterloo Rd.;Akron;Ohio;United States;41.0247,-81.4676;http://www.hoppinfrog.com/
Koshihikari Echigo Beer;5900;1419;11;132;5.0;0;0;0;echigo_bottle.jpg;Japanese Rice Lager;535;2011-07-23T16:37:00-04:00;Out of Category;Other Style;Uehara Shuzou Co. Ltd. / Echigo Beer Pub;Niigata-ken Nishikanbara-gun;;;Japan;;http://www.echigo-beer.jp/
Fraoch Heather Ale;3109;1367;-1;-1;5.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Williams Brothers Brewing Company;New Alloa Brewery;Alloa;Scotland;United Kingdom;56.1163,-3.7954;
Great Lakes Amber Ale;3110;730;3;33;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;Kalamazoo Brewing;355 East Kalamazoo Avenue;Kalamazoo;Michigan;United States;42.2949,-85.5788;
Kristall Weiss;3211;1346;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Weinkeller Brewery - Berwyn;;Berwyn;Illinois;United States;41.8506,-87.7937;
Raspberry Porter;3220;235;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Breckenridge BBQ of Omaha;;Omaha;Nebraska;United States;41.254,-95.9993;
Limestone Crisp-Hoppy Pale Ale (discontinued);3303;28;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Alltech's Lexington Brewing Company;401 Cross Street;Lexington;Kentucky;United States;38.0501,-84.5088;http://www.kentuckyale.com/kentuckyale/Index.html
Extra Special Bitter Ale;3304;933;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Oasis Brewery Annex;;Boulder;Colorado;United States;40.015,-105.271;
Sealane Steam;3668;760;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;La Jolla Brewing;;La Jolla;California;United States;33.8575,-117.876;
Heresy;3931;1352;3;43;8.0;0;0;0;;This incredibly intriguing Imperial Stout is made by aging our Old Heathen in some very famous Oak barrels that were used for aging bourbon! What do we have when we are done? A stout whose very essence has been enhanced. A stout whose complexity has been increased. A stout with notes of Oak, whiskey and vanilla melding together to create a new sensation. Have we gone too far this time? We don't think so. Heresy is a step above and a leap beyond the extraordinary. Taste it and see what everyone is talking about. 8.0% ABV;0;2010-07-22T16:00:00-04:00;American-Style Imperial Stout;North American Ale;Weyerbacher Brewing Company;905 Line Street;Easton;Pennsylvania;United States;40.6732,-75.2249;http://www.weyerbacher.com/
Sunset Amber;2234;388;3;33;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;Coast Brewing;;Biloxi;Mississippi;United States;30.396,-88.8853;
Dunkel Doppel Weizen Bock;2265;247;4;55;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;South German-Style Weizenbock;German Ale;Brewery Creek Brewing;23 Commerce Street;Mineral Point;Wisconsin;United States;42.8606,-90.1772;http://www.brewerycreek.com/
Artist Colony Ale;2306;1206;3;33;5.5;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;Stone City Brewing;;Solon;Iowa;United States;41.8072,-91.4941;
Thames Welsh Ale;2370;519;-1;-1;6.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Felinfoel Brewery Co Ltd;Farmers Row;Llanelli;Wales;United Kingdom;51.6987,-4.1456;
Hefeweizen;2445;390;4;50;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;South German-Style Hefeweizen;German Ale;Coastal Fog Brewing;;Concord;California;United States;37.978,-122.031;
Blind Side Pale Ale;2471;138;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Blicks Brewing;;Colorado Springs;Colorado;United States;38.8339,-104.821;
Wilmington Roggen Beer;2525;719;8;95;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;John Harvard's Brew House - Framingham;1 Worcester Road;Framingham;Massachusetts;United States;42.3037,-71.3966;
Bruegel Amber Ale;2747;304;3;33;5.1999998093;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;Brouwerij Van Steenberge;Lindenlaan 25;Ertvelde;Oost-Vlaanderen;Belgium;51.1766,3.7462;
Hinterland Maple Bock;2958;608;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Green Bay Brewing;313 Dousman Street;Green Bay;Wisconsin;United States;44.5189,-88.0196;
Carhenge Wheat;2967;412;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Crane River Brewpub and Cafe;;Lincoln;Nebraska;United States;40.8069,-96.6817;
Coal Porter;4440;1195;2;25;0.0;0;0;0;;"As you look out over Vancouver's Coal Harbour, relax with this creamy delight. Don't let the colour fool you - this porter is rich but not overpowering with a head that lingers all the way down the glass. Just about anything goes with our Coal Porter, and you don't have to belong to ""High Society"" to enjoy a glass with oysters.";0;2010-07-22T16:00:00-04:00;Porter;Irish Ale;Steamworks;375 Water Street;Vancouver;British Columbia;Canada;49.2849,-123.11;http://www.steamworks.com/gastown_index.htm
HURRICANE I.P.A.;4446;1210;3;31;0.0;0;0;0;;"â€œA complex, flavourful and fascinating ale lies just on the edge of being totally out of control.â€ â€”Stephan Beaumont, Celebrator Beer News


India Pale Ale dates back to the 1700â€™s when Britain needed a hearty beer to ship to her troops in India. Because the ships had to cross the equator twice to get there, spoilage was a major problem until some clever brewer realized that both alcohol and hops are natural preservatives. James brews Hurricane I.P.A. in this tradition, and packs it with enough hops and alcohol to survive crossing the orbit of Mercury twice. The grist is 100% Gambrinus premium 2-row barley malt, copiously hopped with fresh Centennial and Willamette. The result is a rich, golden, intense beer with bitterness in perfect balance with residual sweetness.";0;2010-07-22T16:00:00-04:00;American-Style India Pale Ale;North American Ale;Storm Brewing;310 Commercial Drive;Vancouver;British Columbia;Canada;49.2821,-123.07;http://www.stormbrewing.org
Pliny the Younger;4500;1086;3;32;11.0;0;0;0;;"Pliny the Younger was Pliny the Elder's nephew, in the case of this beer, the ""Younger"" is a triple IPA. Pliny the Younger is hopped three times more than our standard IPA, and is dry hopped four different times.";0;2010-07-22T16:00:00-04:00;Imperial or Double India Pale Ale;North American Ale;Russian River Brewing;725 Fourth Street;Santa Rosa;California;United States;38.4418,-122.712;http://www.russianriverbrewing.com/
Prostrator Doppelbock;1331;913;7;90;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;Traditional German-Style Bock;German Lager;Nicolet Brewing;;Florence;Wisconsin;United States;45.9222,-88.2518;
Best Bitter;1561;670;-1;-1;3.4000000954000003;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Hook Norton Brewery;Brewery Lane;Hook Norton;Oxford;United Kingdom;51.9966,-1.4922;
Eine Bamberger Weisse Hell;1682;819;4;50;5.1999998093;0;0;0;;;0;2010-07-22T16:00:00-04:00;South German-Style Hefeweizen;German Ale;Maisel Bru;Moosstrae 46;Bamberg;Bayern;Germany;49.8928,10.9131;
Dunkel;1696;60;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Augustiner-BrÃ¤u MÃ¼nchen;Landsberger Strae 35;MÃ¼nchen;Bayern;Germany;;http://www.augustiner-braeu.de
Oatmeal Stout;1754;1002;3;42;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Pizzeria Uno Chicago Grill & Brewery;61 US Highway 1 South;Metuchen;New Jersey;United States;37.2283,-77.3903;
Cabin Fever;4846;908;3;38;0.0;0;0;0;;Robust in character yet smooth in delivery, Cabin Fever is a roasty brown ale and a hearty, comforting companion for long, mind-bending winters. Its rye, roast and raisin notes play off a subtle caramel sweetness and culminate in a dry finish. Excellent with roasts, stews, caramelized onions and snowfall.;0;2010-07-22T16:00:00-04:00;American-Style Brown Ale;North American Ale;New Holland Brewing Company;66 East Eighth Street;Holland;Michigan;United States;42.79,-86.1041;http://newhollandbrew.com
Black Hawk Stout;3006;407;3;42;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Court Avenue Brewing;309 Court Avenue;Des Moines;Iowa;United States;41.5855,-93.621;
Dempsey Stout;3098;868;3;42;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Minhas Craft Brewery;1208 14th Avenue;Monroe;Wisconsin;United States;42.6001,-89.6422;
Golden Light;3160;32;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;America's Brewing;205 North Broadway;Aurora;Illinois;United States;41.7605,-88.309;
Ruby Mild;3200;585;1;10;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;English-Style Pale Mild Ale;British Ale;Goose Island Beer Company - Clybourn;1800 North Clybourn Avenue;Chicago;Illinois;United States;41.9137,-87.6543;
Zig Zag Lager;3214;1012;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Portland Brewing;2730 NW 31st Avenue;Portland;Oregon;United States;45.5415,-122.713;
Icehaus Pale Ale;3405;1387;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Yegua Creek Brewing - Dallas;2920 North Henderson Ave;Dallas;Texas;United States;32.821,-96.7848;
Volks Weizenbock;3791;45;4;55;7.1999998093;0;0;0;;"Volks Weizenbock combines the strong malty component of a bock bier with the tangy, spiciness of the Hefe Weizen.  This beer is brewed 1 1/2 times stronger than our Hefe Weizen and is aged commensurately longer for extra smoothness!  

Volks Weizenbock is ""The Peoples Beer""!";0;2010-07-22T16:00:00-04:00;South German-Style Weizenbock;German Ale;Appalachian Brewing Company;50 N. Cameron St.;Harrisburg;Pennsylvania;United States;40.2659,-76.8753;http://www.abcbrew.com
Bitter American;3979;2;1;4;3.599999904599999;0;0;0;;An American session beer. Loaded with hop character and a malty presence, but lower in alcohol.;0;2010-07-22T16:00:00-04:00;Special Bitter or Best Bitter;British Ale;21st Amendment Brewery Cafe;563 Second Street;San Francisco;California;United States;37.7825,-122.393;http://www.21st-amendment.com/
Drop Top Amber Ale;4314;1361;3;33;5.0;0;0;0;;"""A rich, flavorful Amber that's smooth and easy to drink. Drop Top is fermented by an American Ale yeast to produce beer with a clean flavor and fruity aroma. The velvet texture is from using Honey malt and a touch of milk sugar. The Alchemy bittering hops provide soft bitterness. Simcoe, a newly developed hop variety, adds unique hop flavor and aroma. 2004 GABF Gold Medal Award Winner";;;American-Style Amber/Red Ale;North American Ale;Widmer Brothers Brewing;929 North Russell Street;Portland;Oregon;United States;45.5408,-122.676;
Black Plague Stout;4447;1210;3;42;0.0;0;0;0;;Derives its name from the historical fact that at one time in Europe beer was about the only safe liquid to drink. Black Plague is Irish style dry stout brewed only in fall and winter and only in small batches to ensure the freshness so paramount to such an intensely roasted beer.;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Storm Brewing;310 Commercial Drive;Vancouver;British Columbia;Canada;49.2821,-123.07;http://www.stormbrewing.org
Cascade IPA;4564;35;3;31;5.3000001907;0;0;0;;Light in color, medium body, with a hop bitterness and Cascade hop finish.;0;2010-07-22T16:00:00-04:00;American-Style India Pale Ale;North American Ale;Amherst Brewing Company;24 North Pleasant Street;Amherst;Massachusetts;United States;42.3763,-72.5199;http://www.amherstbrewing.com/
Oaked Arrogant Bastard Ale;4653;1204;3;30;7.1999998093;0;0;0;;Arrogant Bastard Ale aged in oak barrels.;0;2010-07-22T16:00:00-04:00;American-Style Strong Pale Ale;North American Ale;Stone Brewing Co.;1999 Citracado Parkway;Escondido;California;United States;33.1157,-117.12;http://www.stonebrew.com/
Fort;4660;459;11;121;18.0;0;0;0;;A strong ale brewed with a ridiculous amount of pureed raspberries (over a ton of em!).;0;2010-07-22T16:00:00-04:00;Fruit Beer;Other Style;Dogfish Head Craft Brewery;6 Cannery Village Center;Milton;Delaware;United States;38.7683,-75.3107;http://www.dogfish.com
Auburn;2067;808;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Mad Anthony Brewing;2002 Broadway;Fort Wayne;Indiana;United States;41.0677,-85.1524;
